ID_Accidente;A�o;Fecha;Dia;Hopra;Ruta/Autop;km;Participantes;Tipo;Lugar;Total;Heridos Leves;Heridos Graves;Ilesos;Fallecidos;Sin datos;desc_tipo_via;desc_loc;desc_dpto;|;desc_tipo_banquina;desc_unidad_regional;desc_lugar_calzada;desc_zona;desc_prioridad;desc_estado_semaforo;desc_lugar_via;desc_estado_via;desc_estado_visibilidad;desc_luminosidad;desc_estado_clima;desc_tipo_colision;desc_tipo_atropello;desc_tipo_hecho;desc_pres_calzada;desc_senializacion
83;2021;4/1/2021;Lunes;13:30:00;;0.0;2;Bicicleta,Moto/Ciclomotor;San Martin Y Pte. Quintana;2;1;0;1;0;0;S/D;ROSARIO;Rosario;S/D;S/D;II;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Ciclista;Colisión;S/D;S/D
84;2021;4/1/2021;Lunes;16:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Callao Y Bv. Seguí;2;1;0;1;0;0;S/D;ROSARIO;Rosario;Asfalto;No existe;II;S/D;S/D;Ninguna;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal
85;2021;4/1/2021;Lunes;12:35:00;;0.0;2;Pickup/Utilitario,Bicicleta;BV PELLEGRINI Y URQUIZA;2;1;0;1;0;0;Calle;SAN BERNARDO.;San Justo;Asfalto;No existe;XVI;S/D;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;Faltante
86;2021;4/1/2021;Lunes;15:45:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;R Gonzales ;2;1;0;1;0;0;Calle;SAN JUSTO;San Justo;Asfalto;No existe;XVI;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;S/D
87;2021;4/1/2021;Lunes;08:40:00;Ruta Nacional 34;347.0;1;Pickup/Utilitario; ;2;2;0;0;0;0;Ruta;ARRUFÓ;San CRISTÓBAL;Asfalto;No existe;XIII;Fuera;Rural;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
88;2021;4/1/2021;Lunes;15:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Hipólito Yrigoyen ;2;1;0;1;0;0;S/D;SANTA FE;La Capital;Hormigón;No existe;I;S/D;S/D;Ninguna;No existe;Intersección;Con baches;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
89;2021;4/1/2021;Lunes;22:20:00;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Blas Parera Y Lavaisse;4;2;0;2;0;0;Avenida;SANTA FE;La Capital;Asfalto;S/D;I;S/D;Urbana;Semáforo;No funciona;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
90;2021;4/1/2021;Lunes;18:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;Soldado Aguirre Y San Nicolas;2;1;0;1;0;0;S/D;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;No existe;II;S/D;S/D;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Otro;Múltiple;S/D;Colisión;Ninguna;Faltante
91;2021;4/1/2021;Lunes;11:50:00;;0.0;1;Automóvil; ;2;2;0;0;0;0;Camino Rural;EMPALME SAN CARLOS;Las Colonias;Ripio;Natural;IX;S/D;Rural;Ninguna;S/D;Intersección;Otro;S/D;S/D;Buen Tiempo;Múltiple;S/D;Colisión;Material Suelto;S/D
92;2021;4/1/2021;Lunes;20:20:00;;0.0;2;Automóvil,Bicicleta;Alberdi Y Derqui;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Reducida;Nocturna;Buen Tiempo;Lateral;Ciclista;Colisión;Ninguna;S/D
93;2021;4/1/2021;Lunes;19:05:00;;0.0;2;Automóvil,Moto/Ciclomotor;Gdor. Candioti ;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;S/D;No existe;Intersección;Bueno;S/D;S/D;S/D;Lateral;S/D;Colisión;S/D;S/D
94;2021;4/1/2021;Lunes;;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;SANTA FE;La Capital;S/D;S/D;I;S/D;S/D;Policía de tránsito;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
95;2021;4/1/2021;Lunes;;;0.0;2;Pickup/Utilitario,Pickup/Utilitario; ;2;2;0;0;0;0;S/D;ESPERANZA;Las Colonias;S/D;S/D;XI;S/D;S/D;Policía de tránsito;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
96;2021;4/1/2021;Lunes;;;0.0;1;Moto/Ciclomotor; ;2;2;0;0;0;0;S/D;ESPERANZA;Las Colonias;S/D;S/D;XI;S/D;S/D;Policía de tránsito;S/D;Intersección;S/D;S/D;S/D;S/D;Atropello animal;S/D;Colisión;S/D;S/D
97;2021;4/1/2021;Lunes;13:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Tucumán Y Urquiza;2;1;0;1;0;0;S/D;ROLDÁN;San Lorenzo;S/D;S/D;XVII;S/D;S/D;Policía de tránsito;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
98;2021;4/1/2021;Lunes;08:00:00;Ruta Nacional 34;347.0;1;Pickup/Utilitario; ;2;2;0;0;0;0;Ruta;TOSTADO;9 de Julio;S/D;S/D;XII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
99;2021;4/1/2021;Lunes;17:30:00;;0.0;3;Pickup/Utilitario,Moto/Ciclomotor,Moto/Ciclomotor;Roca Pte. 2334;3;2;0;1;0;0;S/D;RECONQUISTA;General Obligado;S/D;S/D;IX;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
100;2021;4/1/2021;Lunes;05:25:00;Ruta Nacional 7;386.0;3;Automóvil,Pickup/Utilitario,Automóvil; ;7;4;0;0;3;0;Ruta;AARON CASTELLANOS;General LÓPEZ;Asfalto;Natural;VIII;S/D;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;De alcance,Múltiple;S/D;Colisión;S/D;Faltante
101;2021;4/1/2021;Lunes;17:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Calle 18 Y Calle 27;2;1;0;1;0;0;Calle;LAS TOSCAS;General Obligado;Ripio;Natural;IX;S/D;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
102;2021;4/1/2021;Lunes;;;0.0;2;Moto/Ciclomotor,Bicicleta;J J Paso Y Av. Eva Perón;2;1;0;1;0;0;Avenida;SUNCHALES;Castellanos;Asfalto;Pavimento;V;S/D;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;Ciclista;Colisión;Ninguna;Vertical
103;2021;4/1/2021;Lunes;17:50:00;;0.0;2;Moto/Ciclomotor,Automóvil;Francia 3900;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
104;2021;4/1/2021;Lunes;;;0.0;2;Camión,Moto/Ciclomotor;San Martin Y Ingeniero;2;0;0;1;0;0;S/D;VERA;Constitución;S/D;S/D;XIX;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
105;2021;4/1/2021;Lunes;19:00:00;;0.0;2;Transporte de Pasajeros Urbano (> 8 asientos),Peatón;Reg. 12 de Infantería Y Aguado;2;0;0;1;0;0;S/D;SANTA FE;Constitución;S/D;S/D;I;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Peatón;Colisión;S/D;S/D
106;2021;4/1/2021;Lunes;00:40:00;;0.0;1;Moto/Ciclomotor;2 de Abril Y Santa Fe;1;0;0;0;0;0;S/D;VENADO TUERTO;Constitución;S/D;S/D;VIII;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
107;2021;5/1/2021;Martes;10:00:00;;0.0;2;Moto/Ciclomotor,Camión Chasis;JUAN PABLO II 7062;3;1;0;2;0;0;S/D;ROSARIO;Rosario;Asfalto;Natural;II;S/D;S/D;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;S/D
108;2021;5/1/2021;Martes;17:10:00;;0.0;2;Peatón,Automóvil;Alberdi Y Almafuerte;2;1;0;1;0;0;S/D;ROSARIO;Rosario;S/D;S/D;II;S/D;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Peatón;Colisión;S/D;S/D
109;2021;5/1/2021;Martes;17:30:00;;0.0;2;Peatón,Automóvil;Gálvez Y Av. Ovidio Lagos;2;1;0;1;0;0;S/D;ROSARIO;Rosario;Asfalto;No existe;II;S/D;S/D;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Faltante
110;2021;5/1/2021;Martes;20:10:00;;0.0;2;Automóvil,Automóvil;BV TIERRA DE SUEÑOS Y DIGNIDAD;3;1;0;2;0;0;S/D;ROLDÁN;San Lorenzo;Asfalto;No existe;XVII;S/D;S/D;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
111;2021;5/1/2021;Martes;23:40:00;;0.0;1;Moto/Ciclomotor;Rioja 500;1;1;0;0;0;0;Calle;PUERTO SAN MARTÍN;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Otro;Faltante
112;2021;5/1/2021;Martes;;;0.0;2;Automóvil,Moto/Ciclomotor;La Rioja ;2;1;0;1;0;0;S/D;SAN LORENZO;San Lorenzo;S/D;S/D;XVII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
113;2021;5/1/2021;Martes;22:05:00;;0.0;2;Automóvil,Moto/Ciclomotor;Azcuénaga Y Salta;3;2;0;1;0;0;Calle;SAN CRISTÓBAL;San CRISTÓBAL;Ripio;Ripio;XIII;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Reducida;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
114;2021;5/1/2021;Martes;19:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Freyre Y Salta;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;S/D;I;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;S/D
115;2021;5/1/2021;Martes;15:20:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;San Jerónimo Y Ángel Cassanello;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;S/D
116;2021;5/1/2021;Martes;18:45:00;;0.0;2;Automóvil,Moto/Ciclomotor;Castagnino Y Unión;3;0;0;1;0;2;S/D;ROSARIO;Rosario;Asfalto;S/D;II;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
117;2021;5/1/2021;Martes;10:30:00;Ruta Nacional 9;0.0;2;Automóvil,Moto/Ciclomotor;Los Pumas ;2;1;0;1;0;0;Ruta;FUNES;Rosario;Asfalto;Ripio;II;S/D;Urbana;S/D;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
118;2021;5/1/2021;Martes;;;0.0;2;Automóvil,Automóvil;Marcos Paz Y Soldado Aguirre;2;1;0;1;0;0;S/D;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;Ripio;II;S/D;S/D;S/D;No existe;Intersección;Deteriorada;Buena;S/D;S/D;Múltiple;S/D;Colisión;Material Suelto;Faltante
119;2021;5/1/2021;Martes;09:15:00;;0.0;2;Peatón,Automóvil;Mendoza Y Donado;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;S/D;II;S/D;Urbana;S/D;S/D;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Vertical
120;2021;5/1/2021;Martes;21:15:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Av. Gral. Paz Y Ángel Cassanello;3;2;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Reducida;Nocturna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;S/D
121;2021;5/1/2021;Martes;09:10:00;;0.0;2;Moto/Ciclomotor,Automóvil;Quintana Y Tomas Alva Edison;2;1;0;1;0;0;S/D;VENADO TUERTO;General LÓPEZ;S/D;S/D;VIII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
122;2021;5/1/2021;Martes;;;0.0;1;Otros; ;1;0;0;0;0;1;Calle;ROSARIO;Constitución;S/D;S/D;II;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
123;2021;5/1/2021;Martes;;;0.0;1;Otros; ;1;0;0;0;0;1;Calle;ROSARIO;Constitución;S/D;S/D;II;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
124;2021;5/1/2021;Martes;21:00:00;Autopista Nacional 9;271.0;2;Pickup/Utilitario,Moto/Ciclomotor; ;2;0;0;1;0;0;Autopista;ARROYO SECO;Constitución;Asfalto;Natural;II;S/D;S/D;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;S/D
125;2021;5/1/2021;Martes;20:05:00;;0.0;3;Moto/Ciclomotor,Peatón,Automóvil;Olmos Bis Y Pje. Urdinarrain;3;1;0;1;0;0;S/D;ROSARIO;Constitución;Asfalto;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;Bueno;S/D;S/D;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;S/D
126;2021;5/1/2021;Martes;09:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Montevideo Y Matienzo;3;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;S/D;II;Dentro;Urbana;Otra Señal;S/D;Intersección;Bueno;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;S/D
127;2021;5/1/2021;Martes;;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor; ;2;0;0;1;0;0;S/D;TEODELINA;Constitución;S/D;S/D;VIII;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
128;2021;5/1/2021;Martes;;;0.0;2;Moto/Ciclomotor,Automóvil;Rivadavia Y José Rucci;2;0;0;1;0;0;S/D;SAN LORENZO;Constitución;S/D;S/D;XVII;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
129;2021;6/1/2021;Miercoles;21:30:00;Ruta Nacional 9;0.0;2;Automóvil,Automóvil;Ruta Nacional 9 ;2;1;0;1;0;0;Ruta;FUNES;Rosario;Asfalto;Natural;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Otro;S/D;Colisión;Ninguna;Faltante
130;2021;6/1/2021;Miercoles;07:15:00;;0.0;2;Moto/Ciclomotor,Automóvil;Bv. Seguí Y Alsina;2;1;0;1;0;0;S/D;ROSARIO;Rosario;S/D;S/D;II;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
131;2021;6/1/2021;Miercoles;16:20:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Entre Ríos 3100;2;1;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
132;2021;6/1/2021;Miercoles;21:35:00;;0.0;2;Moto/Ciclomotor,Automóvil;Colon Y Pje. Villar;2;1;0;1;0;0;Calle;ROSARIO;Rosario;S/D;S/D;II;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
133;2021;6/1/2021;Miercoles;17:20:00;;0.0;2;Bicicleta,Moto/Ciclomotor;Av. Pellegrini Y L.N.Alem;3;1;0;2;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Vertical
134;2021;6/1/2021;Miercoles;;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;José Rucci Y Rivadavia;2;1;0;1;0;0;S/D;SAN LORENZO;San Lorenzo;S/D;S/D;XVII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
135;2021;6/1/2021;Miercoles;09:50:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Av. San Lorenzo ;2;1;0;1;0;0;Avenida;CAPITÁN BERMÚDEZ;San Lorenzo;Asfalto;Pavimento;XVII;Dentro;Urbana;S/D;Funciona;Intersección;Bueno;Buena;Amanecer;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
136;2021;6/1/2021;Miercoles;12:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;San Lorenzo Y San Martin;4;1;0;3;0;0;Calle;LAS ROSAS;Belgrano;Asfalto;No existe;III;S/D;Urbana;Semáforo;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Otro;Vertical
137;2021;6/1/2021;Miercoles;09:00:00;;0.0;2;Moto/Ciclomotor,Otros;Av. Urquiza Y Santiago del Estero;3;2;0;1;0;0;Avenida;SANTA FE;La Capital;Hormigón;No existe;I;Dentro;Urbana;Ninguna;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
138;2021;6/1/2021;Miercoles;12:20:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Av. López y Planes Y Cándido Pujato;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Hormigón;No existe;I;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
139;2021;6/1/2021;Miercoles;;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Baigorria Y Molina;2;1;0;1;0;0;S/D;ROSARIO;Rosario;Asfalto;Pavimento;II;S/D;S/D;S/D;S/D;Intersección;Bueno;S/D;S/D;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;S/D
140;2021;6/1/2021;Miercoles;12:00:00;Ruta Nacional 9;0.0;2;Automóvil,Pickup/Utilitario;Cochet ;3;1;0;2;0;0;Ruta;FUNES;Rosario;Asfalto;Natural;II;S/D;S/D;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
141;2021;6/1/2021;Miercoles;13:00:00;Autopista Nacional 9;310.0;2;Automóvil,Automóvil; ;2;1;0;1;0;0;Autopista;FUNES;Rosario;Asfalto;Natural;II;S/D;Rural;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
142;2021;6/1/2021;Miercoles;08:20:00;;0.0;1;Bicicleta;Pedro Ríos Y Esteban de Luca;1;1;0;0;0;0;Calle;FUNES;Rosario;Asfalto;S/D;II;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Ciclista;Colisión;S/D;S/D
143;2021;6/1/2021;Miercoles;11:30:00;;0.0;2;Automóvil,Peatón;Alberti Y Alvear;2;1;0;0;0;1;Avenida;SANTA FE;La Capital;S/D;S/D;I;S/D;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;Peatón;Colisión;S/D;S/D
144;2021;6/1/2021;Miercoles;13:59:00;;0.0;2;Automóvil,Moto/Ciclomotor;Uruguay Y Cabral;5;2;0;3;0;0;S/D;VENADO TUERTO;General LÓPEZ;S/D;S/D;VIII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
145;2021;6/1/2021;Miercoles;11:03:00;;0.0;3;Moto/Ciclomotor,Automóvil,Automóvil;Guillermo Brown Y Juan Lavalle;3;1;0;2;0;0;S/D;VENADO TUERTO;General LÓPEZ;S/D;S/D;VIII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
146;2021;6/1/2021;Miercoles;;Autopista Nacional Rosario -Cordoba;0.0;2;Camión,Automóvil; ;3;3;0;0;0;0;Autopista;ROLDÁN;San Lorenzo;S/D;S/D;XVII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
147;2021;6/1/2021;Miercoles;12:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Calle 29-Alte Brown Y Calle 46;3;2;0;1;0;0;S/D;RECONQUISTA;General Obligado;S/D;S/D;IX;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
148;2021;6/1/2021;Miercoles;;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Calle 13-Iturraspe 940;2;1;0;1;0;0;S/D;RECONQUISTA;General Obligado;S/D;S/D;IX;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;S/D;Colisión;S/D;S/D
149;2021;6/1/2021;Miercoles;23:10:00;Autopista Nacional A008;14.0;2;Moto/Ciclomotor,Camión c / Acoplado;Ayolas Y Av. Circunvalación;2;0;0;1;1;0;Autopista;ROSARIO;Rosario;Asfalto;S/D;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Con baches;Buena;Nocturna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
150;2021;6/1/2021;Miercoles;;;0.0;2;Peatón,Tren;GRANADEROS A CABALLOS Y CRESPO;2;0;0;1;1;0;Calle;VILLA GOBERNADOR GÁLVEZ;Rosario;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;De alcance,Múltiple;Peatón;Colisión;S/D;S/D
151;2021;6/1/2021;Miercoles;12:00:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Calle 29-Alte Brown Y Calle 46;3;2;0;1;0;0;S/D;RECONQUISTA;General Obligado;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Otro;S/D;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
152;2021;6/1/2021;Miercoles;;;0.0;1;Otros; ;1;0;0;0;0;1;Calle;ROSARIO;Constitución;S/D;S/D;II;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
153;2021;6/1/2021;Miercoles;;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
154;2021;6/1/2021;Miercoles;;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
155;2021;6/1/2021;Miercoles;10:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Rosario Y Pte. Perón;2;0;0;1;0;0;S/D;VERA;Constitución;Asfalto;Pavimento;XIX;S/D;S/D;Otra Señal;No existe;Intersección;S/D;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;S/D
156;2021;7/1/2021;Jueves;16:50:00;;0.0;2;Moto/Ciclomotor,Automóvil;Entre Ríos Y Ameghino;2;1;0;1;0;0;S/D;ROSARIO;Rosario;Asfalto;No existe;II;S/D;S/D;Ninguna;S/D;Intersección;Bueno;S/D;S/D;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
157;2021;7/1/2021;Jueves;18:15:00;;0.0;2;Bicicleta,Automóvil;Av. San Martin Y Falucho;2;1;0;1;0;0;S/D;SAN LORENZO;San Lorenzo;S/D;S/D;XVII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Ciclista;Colisión;S/D;S/D
158;2021;7/1/2021;Jueves;;;0.0;2;Otros,Bicicleta;San Carlos Y Urquiza;2;0;0;1;0;1;S/D;SAN LORENZO;San Lorenzo;S/D;S/D;XVII;S/D;S/D;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Ciclista;Colisión;S/D;S/D
159;2021;7/1/2021;Jueves;12:45:00;Ruta Nacional 9;0.0;2;Automóvil,Moto/Ciclomotor; ;2;1;0;1;0;0;Ruta;FUNES;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
160;2021;7/1/2021;Jueves;20:18:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Gorriti Y Tte.Agneta;3;2;0;0;0;1;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Buena;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
161;2021;7/1/2021;Jueves;23:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Olavarría Bis Y La Republica;2;1;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Ninguna;No existe;Intersección;Bueno;Reducida p/ objetos;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
162;2021;7/1/2021;Jueves;07:50:00;Ruta Provincial 4;0.0;3;Automóvil,Automóvil,Automóvil; ;8;3;0;5;0;0;Ruta;SANTO DOMINGO;Las Colonias;Asfalto;Natural;XI;Dentro;S/D;Señal Pare;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
